Risk ID,Risk Title,Risk Description,Category,Department,Risk Owner,Date Identified,Likelihood,Impact,Inherent Risk Score,Inherent Risk Level,Existing Controls,Control Effectiveness Label,Control Effectiveness Score,Residual Risk Score,Residual Risk Level,Treatment Plan,Target Date,Status,KRI,Notes
ERM-0483,Supply Chain Disruption, Risk related to supply chain disruption,Operational Risk,Internal Audit,Internal Auditor,2/16/23,1,3,3,Low,Standard internal controls in place,Strong,0.75,0.75,Low,Accept,6/10/24,Closed,31 incidents/month, dataset
ERM-0484,Negative Publicity, Risk related to negative publicity,Reputational Risk,Compliance,HR Manager,3/7/26,2,2,4,Low,Standard internal controls in place,Very Strong,0.9,0.4,Low,Transfer,12/5/24,Closed,20 incidents/month, dataset
ERM-0485,Market Competition, Risk related to market competition,Strategic Risk,Strategy,Internal Auditor,3/7/24,2,4,8,Moderate,Standard internal controls in place,Weak,0.25,6,Moderate,Accept,11/18/26,Mitigated,48 incidents/month, dataset
ERM-0486,Exchange Rate Volatility, Risk related to exchange rate volatility,Financial Risk,HR,Director Finance,5/6/23,3,1,3,Low,Standard internal controls in place,Strong,0.75,0.75,Low,Reduce,8/25/24,Under Review,31 incidents/month, dataset
ERM-0487,Regulatory Breach, Risk related to regulatory breach,Compliance Risk,HR,Operations Manager,8/3/25,3,3,9,Moderate,Standard internal controls in place,Very Strong,0.9,0.9,Low,Transfer,7/6/24,Closed,19 incidents/month, dataset
ERM-0488,Human Error, Risk related to human error,Operational Risk,Operations,Compliance Officer,12/10/24,2,4,8,Moderate,Standard internal controls in place,Moderate,0.5,4,Low,Reduce,7/17/24,Closed,50 incidents/month, dataset
ERM-0489,Reporting Non-compliance, Risk related to reporting non-compliance,Compliance Risk,HR,HR Manager,3/27/25,2,3,6,Moderate,Standard internal controls in place,Strong,0.75,1.5,Low,Reduce,10/4/23,Mitigated,15 incidents/month, dataset
ERM-0490,Human Error, Risk related to human error,Operational Risk,Compliance,Director Finance,10/14/26,3,4,12,High,Standard internal controls in place,Very Strong,0.9,1.2,Low,Accept,9/12/24,Under Review,34 incidents/month, dataset
ERM-0491,Customer Complaints, Risk related to customer complaints,Reputational Risk,ICT,Head of ICT,2/14/25,4,3,12,High,Standard internal controls in place,Weak,0.25,9,Moderate,Accept,10/13/23,Closed,11 incidents/month, dataset
ERM-0492,Process Failure, Risk related to process failure,Operational Risk,ICT,Internal Auditor,12/19/26,5,3,15,Extreme,Standard internal controls in place,Strong,0.75,3.75,Low,Reduce,7/20/25,Mitigated,13 incidents/month, dataset
ERM-0493,Regulatory Breach, Risk related to regulatory breach,Compliance Risk,HR,Director Finance,9/15/25,3,5,15,Extreme,Standard internal controls in place,Strong,0.75,3.75,Low,Reduce,1/22/24,Open,17 incidents/month, dataset
ERM-0494,Poor Strategic Decisions, Risk related to poor strategic decisions,Strategic Risk,Strategy,Head of ICT,2/3/26,5,3,15,Extreme,Standard internal controls in place,Weak,0.25,11.25,High,Reduce,8/18/26,Under Review,33 incidents/month, dataset
ERM-0495,Negative Publicity, Risk related to negative publicity,Reputational Risk,Strategy,Head of ICT,6/10/25,2,2,4,Low,Standard internal controls in place,Moderate,0.5,2,Low,Transfer,12/30/24,Under Review,21 incidents/month, dataset
ERM-0496,Service Failure, Risk related to service failure,Reputational Risk,Finance,Director Finance,6/28/24,3,1,3,Low,Standard internal controls in place,Very Strong,0.9,0.3,Low,Accept,1/2/26,Closed,21 incidents/month, dataset
ERM-0497,Poor Strategic Decisions, Risk related to poor strategic decisions,Strategic Risk,Operations,Internal Auditor,5/14/25,2,4,8,Moderate,Standard internal controls in place,Moderate,0.5,4,Low,Avoid,6/18/23,Mitigated,23 incidents/month, dataset
ERM-0498,Revenue Instability, Risk related to revenue instability,Financial Risk,ICT,Director Finance,11/14/23,3,5,15,Extreme,Standard internal controls in place,Very Strong,0.9,1.5,Low,Avoid,4/26/24,Open,18 incidents/month, dataset
ERM-0499,Reporting Non-compliance, Risk related to reporting non-compliance,Compliance Risk,Procurement,Internal Auditor,10/28/24,4,3,12,High,Standard internal controls in place,Very Strong,0.9,1.2,Low,Transfer,6/1/26,Under Review,12 incidents/month, dataset
ERM-0500,Credit Default Risk, Risk related to credit default Risk,Financial Risk,Finance,Director Finance,3/3/23,5,2,10,High,Standard internal controls in place,Moderate,0.5,5,Moderate,Reduce,1/8/24,Open,47 incidents/month, dataset
